Data Vendita,Prodotto,Regione,Venditore,Quantità,Prezzo Unitario,Importo Totale
01/09/2024,Prodotto 87,Sud,Venditore 12,56,991.64,55531.84
25/11/2022,Prodotto 20,Ovest,Venditore 11,11,401.78,4419.58
06/11/2022,Prodotto 23,Centro,Venditore 1,14,200.43,2806.02
26/04/2024,Prodotto 97,Centro,Venditore 10,92,905.43,83299.56
07/05/2024,Prodotto 25,Nord,Venditore 3,58,792.6,45970.8
01/02/2023,Prodotto 66,Ovest,Venditore 2,14,144.37,2021.18
07/09/2023,Prodotto 96,Ovest,Venditore 20,80,566.64,45331.2
11/12/2022,Prodotto 70,Nord,Venditore 9,61,568.67,34688.87
20/05/2024,Prodotto 87,Sud,Venditore 17,20,855.06,17101.2
28/01/2023,Prodotto 57,Centro,Venditore 1,3,280.17,840.51
22/02/2024,Prodotto 17,Est,Venditore 8,47,820.22,38550.34
31/08/2024,Prodotto 78,Ovest,Venditore 16,58,608.38,35286.04
08/03/2023,Prodotto 25,Centro,Venditore 5,65,704.98,45823.7
02/02/2023,Prodotto 49,Est,Venditore 5,85,261.15,22197.75
01/12/2022,Prodotto 99,Centro,Venditore 11,37,275.68,10200.16
29/12/2023,Prodotto 2,Sud,Venditore 9,33,586.97,19370.01
14/05/2024,Prodotto 58,Sud,Venditore 8,77,645.57,49708.89
19/10/2022,Prodotto 27,Nord,Venditore 3,57,757.08,43153.56
08/08/2024,Prodotto 96,Sud,Venditore 3,95,375.22,35645.9
17/12/2023,Prodotto 48,Ovest,Venditore 12,18,951.87,17133.66
21/01/2023,Prodotto 74,Est,Venditore 16,40,599.24,23969.6
24/04/2023,Prodotto 71,Nord,Venditore 17,56,249.15,13952.4
28/08/2023,Prodotto 22,Sud,Venditore 20,56,972.89,54481.84
11/11/2023,Prodotto 13,Centro,Venditore 10,57,153.41,8744.37
24/10/2022,Prodotto 25,Centro,Venditore 14,14,897.75,12568.5
15/11/2022,Prodotto 91,Est,Venditore 2,53,292.13,15482.89
24/10/2023,Prodotto 52,Centro,Venditore 10,17,270.57,4599.69
24/12/2023,Prodotto 1,Est,Venditore 17,72,261.7,18842.4
14/10/2023,Prodotto 82,Ovest,Venditore 8,94,65.31,6139.14
26/12/2022,Prodotto 99,Est,Venditore 15,5,643.02,3215.1
17/09/2023,Prodotto 100,Est,Venditore 4,54,605.99,32723.46
17/09/2024,Prodotto 71,Centro,Venditore 15,54,122.39,6609.06
10/07/2023,Prodotto 61,Centro,Venditore 4,21,392.59,8244.39
21/10/2022,Prodotto 91,Sud,Venditore 7,17,916.61,15582.37
16/08/2023,Prodotto 68,Ovest,Venditore 19,57,567.75,32361.75
10/12/2023,Prodotto 99,Nord,Venditore 2,19,741.92,14096.48
23/02/2024,Prodotto 36,Nord,Venditore 10,56,239.39,13405.84
13/04/2024,Prodotto 78,Nord,Venditore 4,16,760.03,12160.48
10/07/2024,Prodotto 3,Centro,Venditore 3,38,479.39,18216.82
28/05/2023,Prodotto 42,Ovest,Venditore 17,8,302.91,2423.28
21/02/2024,Prodotto 71,Sud,Venditore 17,32,776.32,24842.24
16/09/2023,Prodotto 93,Sud,Venditore 20,82,294.28,24130.96
24/04/2023,Prodotto 4,Nord,Venditore 12,70,494.51,34615.7
14/03/2024,Prodotto 66,Centro,Venditore 18,8,469.45,3755.6
12/02/2023,Prodotto 1,Ovest,Venditore 10,27,58.76,1586.52
12/12/2022,Prodotto 65,Centro,Venditore 17,65,732.61,47619.65
30/05/2024,Prodotto 51,Nord,Venditore 17,73,58.76,4289.48
07/09/2024,Prodotto 28,Est,Venditore 2,10,737.68,7376.8
25/04/2023,Prodotto 13,Ovest,Venditore 4,29,185.84,5389.36
30/08/2023,Prodotto 64,Nord,Venditore 11,60,741.28,44476.8
21/04/2024,Prodotto 32,Centro,Venditore 18,33,399.96,13198.68
03/06/2023,Prodotto 13,Est,Venditore 7,19,890.06,16911.14
10/06/2023,Prodotto 47,Centro,Venditore 3,21,244.79,5140.59
24/07/2024,Prodotto 27,Centro,Venditore 13,11,484.25,5326.75
21/01/2023,Prodotto 50,Nord,Venditore 16,63,759.96,47877.48
22/08/2023,Prodotto 43,Ovest,Venditore 11,18,465.22,8373.96
16/08/2023,Prodotto 24,Sud,Venditore 7,52,823.4,42816.8
02/09/2024,Prodotto 29,Sud,Venditore 7,5,170.79,853.95
24/02/2023,Prodotto 38,Sud,Venditore 18,31,385.27,11943.37
21/02/2024,Prodotto 23,Centro,Venditore 20,94,410.21,38559.74
12/11/2023,Prodotto 13,Est,Venditore 6,65,757.26,49221.9
27/11/2023,Prodotto 86,Est,Venditore 15,32,204.28,6536.96
10/09/2024,Prodotto 25,Est,Venditore 8,92,904.45,83209.4
14/04/2024,Prodotto 5,Est,Venditore 20,16,986.36,15781.76
17/06/2024,Prodotto 77,Est,Venditore 6,18,726.4,13075.2
11/01/2023,Prodotto 62,Sud,Venditore 14,56,444.45,24889.2
23/07/2024,Prodotto 68,Sud,Venditore 4,25,498.6,12465.0
05/02/2023,Prodotto 32,Sud,Venditore 15,86,587.05,50486.3
01/03/2024,Prodotto 97,Est,Venditore 15,35,157.58,5515.3
31/01/2024,Prodotto 27,Ovest,Venditore 14,34,90.11,3063.74
10/07/2024,Prodotto 5,Est,Venditore 13,90,846.48,76183.2
03/12/2022,Prodotto 91,Ovest,Venditore 9,45,351.25,15806.25
13/09/2024,Prodotto 61,Ovest,Venditore 17,4,191.4,765.6
24/08/2023,Prodotto 7,Nord,Venditore 19,36,258.54,9307.44
29/11/2022,Prodotto 24,Ovest,Venditore 4,48,31.65,1519.2
20/08/2023,Prodotto 69,Nord,Venditore 4,63,135.36,8527.68
02/06/2024,Prodotto 99,Ovest,Venditore 1,96,382.21,36692.16
05/08/2024,Prodotto 13,Nord,Venditore 7,8,799.93,6399.44
18/03/2024,Prodotto 69,Sud,Venditore 5,23,329.69,7582.87
22/09/2023,Prodotto 65,Centro,Venditore 17,87,350.65,30506.55
22/10/2023,Prodotto 4,Est,Venditore 18,43,101.21,4352.03
29/11/2022,Prodotto 89,Ovest,Venditore 12,57,464.66,26485.62
17/11/2023,Prodotto 3,Sud,Venditore 13,14,560.84,7851.76
22/03/2023,Prodotto 72,Nord,Venditore 4,25,960.05,24001.25
19/12/2022,Prodotto 5,Nord,Venditore 4,81,450.62,36500.22
22/05/2024,Prodotto 34,Ovest,Venditore 10,56,975.35,54619.6
19/07/2024,Prodotto 20,Ovest,Venditore 2,15,110.81,1662.15
18/05/2023,Prodotto 13,Centro,Venditore 3,42,308.48,12956.16
02/09/2024,Prodotto 14,Est,Venditore 17,2,679.9,1359.8
05/01/2024,Prodotto 18,Est,Venditore 5,81,329.08,26655.48
02/12/2023,Prodotto 66,Centro,Venditore 17,85,150.15,12762.75
18/09/2023,Prodotto 97,Nord,Venditore 14,86,614.81,52873.66
31/05/2024,Prodotto 55,Nord,Venditore 13,38,580.91,22074.58
15/05/2024,Prodotto 26,Nord,Venditore 4,74,190.39,14088.86
26/10/2022,Prodotto 26,Centro,Venditore 4,6,138.41,830.46
06/04/2023,Prodotto 99,Nord,Venditore 13,97,506.26,49107.22
06/08/2023,Prodotto 98,Ovest,Venditore 13,53,27.74,1470.22
25/12/2023,Prodotto 78,Nord,Venditore 13,48,506.86,24329.28
30/11/2023,Prodotto 45,Centro,Venditore 3,42,782.65,32871.3
15/05/2024,Prodotto 51,Ovest,Venditore 16,4,108.04,432.16
11/08/2024,Prodotto 95,Ovest,Venditore 3,62,757.91,46990.42
23/04/2023,Prodotto 60,Centro,Venditore 19,16,765.1,12241.6
10/06/2023,Prodotto 36,Est,Venditore 14,9,871.02,7839.18
27/10/2022,Prodotto 82,Sud,Venditore 9,23,546.56,12570.88
11/01/2023,Prodotto 61,Nord,Venditore 14,90,923.92,83152.8
06/05/2024,Prodotto 98,Centro,Venditore 19,33,288.33,9514.89
05/07/2023,Prodotto 17,Sud,Venditore 19,78,563.46,43949.88
09/05/2024,Prodotto 83,Ovest,Venditore 18,40,592.71,23708.4
21/03/2024,Prodotto 72,Est,Venditore 15,88,700.84,61673.92
14/11/2023,Prodotto 65,Nord,Venditore 7,75,806.93,60519.75
22/09/2024,Prodotto 3,Ovest,Venditore 15,35,722.11,25273.85
26/04/2024,Prodotto 24,Centro,Venditore 2,98,939.24,92045.52
28/05/2024,Prodotto 84,Centro,Venditore 1,7,954.62,6682.34
16/05/2024,Prodotto 9,Centro,Venditore 15,81,779.59,63146.79
19/08/2024,Prodotto 53,Sud,Venditore 4,15,616.29,9244.35
01/06/2024,Prodotto 82,Nord,Venditore 16,52,520.29,27055.08
22/07/2023,Prodotto 30,Centro,Venditore 14,81,917.04,74280.24
13/11/2023,Prodotto 51,Centro,Venditore 2,70,595.19,41663.3
29/08/2024,Prodotto 76,Sud,Venditore 20,49,301.24,14760.76
24/08/2024,Prodotto 43,Sud,Venditore 8,95,461.54,43846.3
28/11/2023,Prodotto 66,Ovest,Venditore 7,39,973.29,37958.31
15/08/2024,Prodotto 35,Ovest,Venditore 12,13,416.21,5410.73
03/09/2024,Prodotto 55,Est,Venditore 10,47,358.45,16847.15
02/02/2023,Prodotto 79,Est,Venditore 4,3,238.27,714.81
01/12/2023,Prodotto 22,Sud,Venditore 3,94,626.75,58914.5
28/05/2023,Prodotto 65,Nord,Venditore 14,7,792.29,5546.03
15/08/2023,Prodotto 65,Sud,Venditore 13,76,805.36,61207.36
29/05/2024,Prodotto 77,Centro,Venditore 2,67,159.46,10683.82
23/08/2023,Prodotto 53,Nord,Venditore 2,40,908.7,36348.0
03/06/2023,Prodotto 78,Nord,Venditore 7,25,520.12,13003.0
14/05/2023,Prodotto 30,Ovest,Venditore 15,13,202.43,2631.59
06/12/2022,Prodotto 58,Ovest,Venditore 13,13,818.24,10637.12
15/12/2023,Prodotto 40,Sud,Venditore 20,36,120.22,4327.92
12/10/2023,Prodotto 27,Nord,Venditore 16,68,847.63,57638.84
27/07/2024,Prodotto 81,Sud,Venditore 7,14,51.25,717.5
11/09/2023,Prodotto 35,Sud,Venditore 15,88,819.79,72141.52
09/08/2023,Prodotto 99,Est,Venditore 9,30,661.87,19856.1
04/03/2024,Prodotto 78,Ovest,Venditore 2,61,33.96,2071.56
22/10/2023,Prodotto 52,Est,Venditore 10,98,48.47,4750.06
26/08/2023,Prodotto 3,Centro,Venditore 16,58,405.29,23506.82
02/09/2024,Prodotto 34,Sud,Venditore 11,92,770.68,70902.56
13/01/2024,Prodotto 84,Ovest,Venditore 2,90,288.04,25923.6
07/02/2023,Prodotto 83,Sud,Venditore 7,94,975.03,91652.82
20/07/2023,Prodotto 33,Centro,Venditore 4,32,322.68,10325.76
19/03/2024,Prodotto 64,Centro,Venditore 8,48,235.47,11302.56
31/05/2023,Prodotto 86,Nord,Venditore 12,49,576.91,28268.59
16/03/2023,Prodotto 56,Ovest,Venditore 13,51,301.39,15370.89
22/09/2023,Prodotto 47,Sud,Venditore 19,79,253.2,20002.8
27/10/2023,Prodotto 98,Sud,Venditore 15,4,281.14,1124.56
10/12/2023,Prodotto 11,Est,Venditore 11,66,373.49,24650.34
21/07/2023,Prodotto 49,Nord,Venditore 3,80,995.17,79613.6
04/07/2023,Prodotto 19,Sud,Venditore 4,40,761.83,30473.2
04/08/2024,Prodotto 7,Sud,Venditore 20,59,441.92,26073.28
25/10/2022,Prodotto 85,Est,Venditore 1,99,882.45,87362.55
03/03/2024,Prodotto 50,Est,Venditore 8,18,393.02,7074.36
01/03/2023,Prodotto 12,Sud,Venditore 8,86,918.48,78989.28
04/10/2024,Prodotto 92,Centro,Venditore 4,31,468.48,14522.88
27/02/2023,Prodotto 92,Sud,Venditore 20,47,364.25,17119.75
13/09/2023,Prodotto 31,Est,Venditore 9,18,262.89,4732.02
31/10/2022,Prodotto 78,Ovest,Venditore 14,65,971.8,63167.0
07/08/2023,Prodotto 80,Ovest,Venditore 10,46,664.32,30558.72
06/05/2024,Prodotto 16,Ovest,Venditore 15,27,877.22,23684.94
23/01/2024,Prodotto 25,Est,Venditore 8,23,850.68,19565.64
09/06/2023,Prodotto 70,Sud,Venditore 1,5,744.34,3721.7
22/12/2023,Prodotto 40,Ovest,Venditore 2,66,552.2,36445.2
12/08/2024,Prodotto 59,Nord,Venditore 15,26,310.75,8079.5
01/02/2024,Prodotto 20,Est,Venditore 7,39,318.97,12439.83
21/11/2023,Prodotto 85,Est,Venditore 13,39,740.76,28889.64
14/12/2023,Prodotto 72,Ovest,Venditore 20,97,477.32,46300.04
14/12/2022,Prodotto 69,Centro,Venditore 15,49,235.36,11532.64
13/06/2024,Prodotto 35,Ovest,Venditore 7,64,331.37,21207.68
09/05/2024,Prodotto 36,Nord,Venditore 4,74,735.79,54448.46
16/09/2023,Prodotto 45,Ovest,Venditore 7,8,263.46,2107.68
23/06/2024,Prodotto 77,Est,Venditore 2,10,573.9,5739.0
06/06/2023,Prodotto 2,Est,Venditore 13,77,479.04,36886.08
26/08/2024,Prodotto 92,Sud,Venditore 17,95,444.89,42264.55
05/04/2024,Prodotto 45,Sud,Venditore 5,74,413.84,30624.16
25/03/2024,Prodotto 16,Ovest,Venditore 14,44,272.34,11982.96
24/07/2024,Prodotto 46,Centro,Venditore 17,15,591.95,8879.25
21/09/2024,Prodotto 37,Centro,Venditore 1,50,396.02,19801.0
02/08/2023,Prodotto 24,Sud,Venditore 3,56,81.28,4551.68
16/07/2023,Prodotto 55,Nord,Venditore 18,37,130.92,4844.04
19/10/2022,Prodotto 87,Ovest,Venditore 6,18,793.86,14289.48
01/09/2023,Prodotto 18,Est,Venditore 19,33,662.12,21849.96
28/04/2024,Prodotto 65,Nord,Venditore 19,26,948.25,24654.5
11/02/2023,Prodotto 50,Ovest,Venditore 11,99,998.43,98844.57
04/07/2024,Prodotto 25,Sud,Venditore 2,61,337.79,20605.19
23/03/2024,Prodotto 47,Est,Venditore 15,68,947.37,64421.16
21/06/2023,Prodotto 17,Nord,Venditore 5,90,995.76,89618.4
30/05/2023,Prodotto 78,Ovest,Venditore 19,83,70.76,5873.08
27/10/2022,Prodotto 33,Sud,Venditore 9,96,108.59,10424.64
22/08/2024,Prodotto 55,Sud,Venditore 2,55,121.89,6703.95
03/09/2023,Prodotto 78,Ovest,Venditore 8,83,271.15,22505.45
03/08/2024,Prodotto 47,Sud,Venditore 20,96,604.99,58079.04
21/10/2023,Prodotto 73,Nord,Venditore 7,54,655.75,35410.5
29/11/2023,Prodotto 99,Est,Venditore 20,91,886.09,80634.19
19/09/2024,Prodotto 41,Centro,Venditore 16,12,69.84,838.08
21/02/2023,Prodotto 98,Centro,Venditore 1,53,845.66,44819.98
05/09/2023,Prodotto 73,Centro,Venditore 14,37,931.44,34463.28
15/06/2023,Prodotto 28,Sud,Venditore 19,46,698.16,32115.36
17/08/2024,Prodotto 31,Centro,Venditore 19,67,906.4,60728.8
30/05/2023,Prodotto 94,Nord,Venditore 5,64,949.35,60758.4
06/02/2024,Prodotto 66,Est,Venditore 1,98,292.6,28674.8
23/07/2023,Prodotto 7,Est,Venditore 4,67,547.6,36689.2
15/01/2024,Prodotto 14,Ovest,Venditore 2,16,498.19,7971.04
13/04/2023,Prodotto 39,Ovest,Venditore 8,59,749.3,44208.7
07/04/2023,Prodotto 30,Sud,Venditore 3,61,42.05,2565.05
11/03/2024,Prodotto 5,Sud,Venditore 1,67,623.43,41769.81
15/03/2024,Prodotto 69,Nord,Venditore 19,93,995.16,92549.88
28/10/2022,Prodotto 86,Centro,Venditore 11,32,141.36,4523.52
17/03/2024,Prodotto 60,Sud,Venditore 3,33,127.83,4218.39
24/01/2024,Prodotto 7,Centro,Venditore 7,11,789.55,8685.05
27/01/2023,Prodotto 12,Centro,Venditore 9,35,509.62,17836.7
18/03/2023,Prodotto 61,Centro,Venditore 8,16,151.44,2423.04
06/07/2024,Prodotto 53,Nord,Venditore 11,59,435.63,25702.17
05/11/2022,Prodotto 3,Nord,Venditore 19,69,349.0,24081.0
18/11/2022,Prodotto 5,Ovest,Venditore 1,64,390.85,25014.4
01/11/2023,Prodotto 83,Sud,Venditore 8,75,203.64,15273.0
19/03/2024,Prodotto 95,Ovest,Venditore 6,52,832.53,43291.56
18/04/2023,Prodotto 40,Est,Venditore 3,34,232.56,7907.04
08/12/2022,Prodotto 49,Ovest,Venditore 17,75,233.43,17507.25
18/10/2022,Prodotto 86,Est,Venditore 16,73,110.49,8065.77
06/01/2024,Prodotto 87,Est,Venditore 17,12,277.31,3327.72
23/12/2023,Prodotto 15,Sud,Venditore 11,98,751.39,73636.22
19/08/2023,Prodotto 15,Ovest,Venditore 2,47,425.06,19977.82
20/06/2023,Prodotto 47,Centro,Venditore 16,51,712.53,36339.03
03/11/2022,Prodotto 99,Centro,Venditore 13,53,499.42,26469.26
18/12/2023,Prodotto 61,Est,Venditore 14,62,700.64,43439.68
27/02/2024,Prodotto 58,Ovest,Venditore 19,9,788.16,7093.44
15/10/2023,Prodotto 72,Nord,Venditore 8,32,614.14,19652.48
08/03/2023,Prodotto 83,Est,Venditore 17,27,545.41,14726.07
16/08/2024,Prodotto 30,Centro,Venditore 18,27,502.64,13571.28
11/08/2023,Prodotto 21,Centro,Venditore 5,80,684.79,54783.2
14/11/2023,Prodotto 30,Ovest,Venditore 10,26,153.4,3988.4
25/10/2023,Prodotto 53,Nord,Venditore 20,3,392.41,1177.23
26/01/2023,Prodotto 100,Est,Venditore 2,90,983.01,88470.9
23/12/2022,Prodotto 6,Ovest,Venditore 14,60,290.72,17443.2
08/04/2024,Prodotto 48,Ovest,Venditore 12,20,438.53,8770.6
26/12/2023,Prodotto 91,Nord,Venditore 5,54,553.81,29905.74
10/04/2023,Prodotto 41,Sud,Venditore 13,47,447.67,21040.49
25/06/2024,Prodotto 27,Nord,Venditore 20,76,30.5,2318.0
11/09/2023,Prodotto 42,Ovest,Venditore 11,34,904.05,30737.7
25/09/2023,Prodotto 69,Centro,Venditore 5,37,30.04,1111.48
30/07/2024,Prodotto 83,Est,Venditore 3,89,173.75,15463.75
24/09/2023,Prodotto 69,Sud,Venditore 8,88,811.74,71433.12
07/02/2024,Prodotto 47,Ovest,Venditore 15,98,475.06,46555.88
14/10/2024,Prodotto 24,Ovest,Venditore 6,82,353.85,29015.7
14/01/2023,Prodotto 67,Sud,Venditore 3,6,667.85,4007.1
27/10/2023,Prodotto 72,Est,Venditore 7,11,436.17,4797.87
19/07/2023,Prodotto 70,Est,Venditore 17,7,735.67,5149.69
28/10/2023,Prodotto 51,Nord,Venditore 9,83,365.21,30312.43
22/07/2024,Prodotto 44,Est,Venditore 13,100,736.81,73681.0
08/04/2023,Prodotto 39,Centro,Venditore 16,28,567.32,15884.96
11/12/2023,Prodotto 83,Centro,Venditore 2,95,358.71,34077.45
13/02/2024,Prodotto 43,Sud,Venditore 20,53,171.19,9073.07
28/11/2023,Prodotto 46,Ovest,Venditore 11,1,518.17,518.17
21/12/2022,Prodotto 42,Est,Venditore 3,43,506.84,21794.12
03/02/2023,Prodotto 52,Est,Venditore 7,97,95.13,9227.61
27/09/2024,Prodotto 48,Sud,Venditore 5,76,807.76,61389.76
04/05/2024,Prodotto 52,Est,Venditore 7,43,155.39,6681.77
05/10/2024,Prodotto 47,Est,Venditore 15,42,988.15,41502.3
21/04/2023,Prodotto 69,Nord,Venditore 19,93,479.44,44587.92
10/05/2023,Prodotto 44,Centro,Venditore 9,68,246.14,16737.52
31/12/2022,Prodotto 10,Est,Venditore 8,54,124.33,6713.82
26/03/2023,Prodotto 51,Est,Venditore 5,32,345.58,11058.56
19/11/2022,Prodotto 13,Est,Venditore 17,99,63.69,6305.31
23/02/2024,Prodotto 91,Centro,Venditore 11,12,856.75,10281.0
05/05/2024,Prodotto 58,Est,Venditore 9,15,199.54,2993.1
26/03/2023,Prodotto 20,Est,Venditore 12,68,485.32,33001.76
03/03/2023,Prodotto 10,Centro,Venditore 18,45,669.32,30119.4
07/02/2023,Prodotto 5,Est,Venditore 6,61,32.37,1974.57
09/12/2022,Prodotto 80,Sud,Venditore 1,74,668.84,49494.16
30/12/2023,Prodotto 83,Centro,Venditore 6,53,879.55,46616.15
20/04/2024,Prodotto 70,Est,Venditore 17,58,869.33,50421.14
12/01/2023,Prodotto 87,Nord,Venditore 6,62,160.73,9965.26
03/11/2022,Prodotto 68,Sud,Venditore 16,73,786.74,57432.02
02/05/2023,Prodotto 81,Sud,Venditore 18,98,778.95,76337.1
04/07/2023,Prodotto 70,Est,Venditore 4,47,369.99,17389.53
14/03/2024,Prodotto 68,Nord,Venditore 11,36,66.11,2379.96
02/02/2024,Prodotto 8,Centro,Venditore 13,44,965.39,42477.16
05/09/2023,Prodotto 76,Nord,Venditore 4,91,872.38,79386.58
14/06/2024,Prodotto 73,Ovest,Venditore 10,71,885.07,62839.97
10/04/2023,Prodotto 85,Ovest,Venditore 5,80,961.98,76958.4
25/04/2024,Prodotto 74,Nord,Venditore 15,25,617.67,15441.75
18/04/2023,Prodotto 60,Est,Venditore 5,88,901.36,79319.68
25/04/2024,Prodotto 27,Est,Venditore 2,67,420.87,28198.29
15/09/2023,Prodotto 46,Centro,Venditore 10,3,800.92,2402.76
03/12/2023,Prodotto 53,Ovest,Venditore 7,53,247.57,13121.21
11/05/2024,Prodotto 45,Centro,Venditore 14,44,222.15,9774.6
23/03/2024,Prodotto 29,Ovest,Venditore 1,100,38.01,3801.0
20/12/2022,Prodotto 72,Nord,Venditore 11,22,413.66,9100.52
01/11/2022,Prodotto 36,Centro,Venditore 17,63,297.74,18757.62
29/07/2024,Prodotto 91,Nord,Venditore 14,54,997.25,53851.5
04/06/2024,Prodotto 81,Est,Venditore 8,15,774.63,11619.45
27/04/2023,Prodotto 56,Est,Venditore 5,38,334.91,12726.58
18/06/2024,Prodotto 28,Est,Venditore 11,16,955.39,15286.24
03/07/2024,Prodotto 88,Centro,Venditore 19,69,641.05,44232.45
30/09/2024,Prodotto 78,Est,Venditore 15,76,996.42,75727.92
18/06/2024,Prodotto 63,Sud,Venditore 15,53,423.55,22448.15
29/03/2023,Prodotto 32,Est,Venditore 3,59,150.74,8893.66
14/09/2023,Prodotto 65,Nord,Venditore 11,47,573.89,26972.83
18/01/2023,Prodotto 89,Est,Venditore 19,4,569.31,2277.24
02/07/2024,Prodotto 91,Nord,Venditore 2,88,638.94,56226.72
29/01/2024,Prodotto 49,Nord,Venditore 9,38,466.67,17733.46
27/01/2024,Prodotto 97,Ovest,Venditore 3,83,818.72,67953.76
25/01/2023,Prodotto 7,Nord,Venditore 3,4,332.56,1330.24
03/04/2023,Prodotto 51,Centro,Venditore 5,67,174.98,11723.66
17/07/2024,Prodotto 37,Est,Venditore 19,91,574.45,52274.95
15/12/2022,Prodotto 11,Ovest,Venditore 2,96,453.88,43572.48
07/12/2022,Prodotto 95,Ovest,Venditore 15,22,192.08,4225.76
17/02/2024,Prodotto 28,Centro,Venditore 20,71,195.52,13881.92
03/09/2023,Prodotto 11,Est,Venditore 20,22,530.97,11681.34
22/02/2024,Prodotto 58,Sud,Venditore 6,46,159.75,7348.5
02/03/2024,Prodotto 58,Centro,Venditore 12,6,822.35,4934.1
24/04/2023,Prodotto 78,Nord,Venditore 18,12,853.0,10236.0
16/06/2023,Prodotto 11,Sud,Venditore 18,64,130.35,8342.4
30/06/2024,Prodotto 25,Centro,Venditore 3,85,691.15,58747.75
09/11/2022,Prodotto 24,Est,Venditore 15,28,674.46,18884.88
03/12/2022,Prodotto 52,Sud,Venditore 1,58,115.47,6697.26
26/09/2023,Prodotto 52,Centro,Venditore 15,37,342.4,12668.8
03/07/2024,Prodotto 20,Sud,Venditore 4,97,649.36,62987.92
30/03/2024,Prodotto 38,Centro,Venditore 1,81,571.23,46269.63
25/04/2024,Prodotto 39,Nord,Venditore 15,68,474.87,32291.16
17/11/2023,Prodotto 8,Nord,Venditore 4,51,137.92,7033.92
10/06/2024,Prodotto 33,Centro,Venditore 9,78,474.72,37028.16
06/11/2022,Prodotto 86,Centro,Venditore 9,57,258.55,14737.35
29/11/2022,Prodotto 55,Sud,Venditore 16,25,950.89,23772.25
02/04/2023,Prodotto 22,Sud,Venditore 6,16,134.3,2148.8
22/06/2024,Prodotto 100,Est,Venditore 4,37,724.52,26807.24
06/07/2024,Prodotto 38,Centro,Venditore 7,86,681.38,58598.68
22/10/2023,Prodotto 90,Nord,Venditore 5,65,291.99,18979.35
28/04/2023,Prodotto 69,Sud,Venditore 2,63,374.61,23600.43
16/12/2023,Prodotto 62,Nord,Venditore 6,62,272.54,16897.48
28/10/2023,Prodotto 82,Ovest,Venditore 19,33,593.34,19580.22
14/01/2024,Prodotto 90,Est,Venditore 2,13,10.29,133.77
17/02/2023,Prodotto 32,Sud,Venditore 20,72,603.57,43457.04
02/07/2024,Prodotto 53,Ovest,Venditore 12,65,756.14,49149.1
27/12/2022,Prodotto 52,Ovest,Venditore 18,16,328.6,5257.6
16/05/2023,Prodotto 43,Nord,Venditore 5,49,675.37,33093.13
19/03/2024,Prodotto 79,Sud,Venditore 11,4,322.45,1289.8
11/05/2023,Prodotto 14,Ovest,Venditore 15,70,105.43,7380.1
28/07/2023,Prodotto 17,Sud,Venditore 17,33,512.02,16896.66
01/01/2024,Prodotto 93,Est,Venditore 18,15,846.73,12700.95
11/05/2023,Prodotto 80,Nord,Venditore 8,22,329.52,7249.44
18/07/2023,Prodotto 98,Centro,Venditore 5,47,541.14,25433.58
01/01/2024,Prodotto 70,Nord,Venditore 7,76,19.76,1501.76
20/01/2023,Prodotto 45,Nord,Venditore 17,45,850.25,38261.25
28/09/2024,Prodotto 25,Est,Venditore 12,50,472.68,23634.0
18/09/2023,Prodotto 8,Ovest,Venditore 12,13,487.36,6335.68
12/07/2024,Prodotto 48,Nord,Venditore 17,8,314.21,2513.68
12/05/2024,Prodotto 94,Sud,Venditore 4,40,131.38,5255.2
10/11/2022,Prodotto 17,Sud,Venditore 4,69,702.47,48470.43
16/09/2024,Prodotto 96,Nord,Venditore 15,17,144.77,2461.09
02/09/2024,Prodotto 56,Nord,Venditore 5,27,680.48,18372.96
02/03/2024,Prodotto 33,Est,Venditore 8,56,181.86,10184.16
16/10/2022,Prodotto 47,Sud,Venditore 8,84,702.32,58994.88
06/05/2023,Prodotto 85,Centro,Venditore 9,55,56.08,3084.4
30/01/2023,Prodotto 88,Est,Venditore 7,56,664.39,37205.84
07/12/2022,Prodotto 34,Est,Venditore 3,5,771.0,3855.0
07/04/2023,Prodotto 51,Est,Venditore 15,33,235.32,7765.56
26/08/2023,Prodotto 51,Est,Venditore 3,30,31.6,948.0
14/11/2022,Prodotto 10,Centro,Venditore 6,4,220.4,881.6
07/05/2024,Prodotto 73,Est,Venditore 16,84,175.6,14750.4
28/12/2022,Prodotto 93,Ovest,Venditore 10,2,413.83,827.66
27/06/2024,Prodotto 100,Ovest,Venditore 3,80,641.3,51304.0
04/07/2023,Prodotto 53,Nord,Venditore 5,2,59.81,119.62
07/01/2023,Prodotto 72,Sud,Venditore 3,100,865.33,86533.0
13/02/2023,Prodotto 65,Est,Venditore 13,46,432.18,19880.28
13/03/2023,Prodotto 75,Ovest,Venditore 17,48,330.2,15849.6
03/06/2024,Prodotto 17,Centro,Venditore 11,10,353.12,3531.2
17/02/2024,Prodotto 42,Ovest,Venditore 19,98,817.38,80103.24
15/05/2023,Prodotto 14,Nord,Venditore 16,74,327.36,24224.64
24/05/2024,Prodotto 37,Centro,Venditore 8,42,911.52,38283.84
03/07/2024,Prodotto 40,Ovest,Venditore 2,42,758.12,31841.04
02/04/2023,Prodotto 52,Nord,Venditore 13,25,285.68,7142.0
08/03/2023,Prodotto 61,Ovest,Venditore 15,73,686.54,50117.42
11/05/2023,Prodotto 6,Centro,Venditore 9,68,859.63,58454.84
