ID Vendita,Data Vendita,ID Prodotto,ID Cliente,Quantità,Prezzo Unitario,Importo Totale
S01211,25/09/2024,P00260,C1080,8,522.65,4181.2
S01212,17/08/2024,P00024,C1049,9,355.75,3201.75
S01213,04/06/2024,P00085,C1040,6,242.81,1456.86
S01214,25/11/2023,P00240,C1045,12,753.81,9045.72
S01215,17/11/2023,P00110,C1080,12,857.16,10285.92
S01216,12/02/2024,P00228,C1044,10,182.74,1827.4
S01217,30/10/2023,P00104,C1091,17,450.29,7654.93
S01218,21/04/2024,P00066,C1035,18,997.41,17953.38
S01219,16/03/2024,P00059,C1057,16,700.4,11206.4
S01220,08/10/2024,P00117,C1089,18,182.68,3288.24
S01221,02/07/2024,P00105,C1033,19,532.52,10117.88
S01222,03/07/2024,P00137,C1018,6,944.41,5666.46
S01223,16/12/2023,P00061,C1031,7,514.48,3601.36
S01224,22/01/2024,P00058,C1080,1,520.61,520.61
S01225,04/03/2024,P00284,C1084,12,55.48,665.76
S01226,14/08/2024,P00254,C1058,10,349.19,3491.9
S01227,30/11/2023,P00201,C1089,16,892.96,14287.36
S01228,14/08/2024,P00110,C1014,4,857.16,3428.64
S01229,22/10/2024,P00109,C1095,4,64.48,257.92
S01230,24/10/2023,P00124,C1054,10,506.81,5068.1
S01231,18/04/2024,P00114,C1012,1,330.08,330.08
S01232,14/04/2024,P00035,C1078,9,837.94,7541.46
S01233,13/06/2024,P00034,C1061,2,34.37,68.74
S01234,30/07/2024,P00295,C1094,1,333.17,333.17
S01235,18/11/2023,P00044,C1046,2,668.45,1336.9
S01236,02/01/2024,P00223,C1051,13,991.69,12891.97
S01237,13/12/2023,P00013,C1095,16,619.68,9914.88
S01238,18/06/2024,P00275,C1081,13,559.04,7267.52
S01239,08/07/2024,P00222,C1008,11,123.25,1355.75
S01240,09/02/2024,P00021,C1036,2,504.66,1009.32
S01241,09/11/2023,P00233,C1024,18,928.81,16718.58
S01242,13/10/2024,P00107,C1075,10,366.18,3661.8
S01243,22/09/2024,P00284,C1026,2,55.48,110.96
S01244,11/03/2024,P00054,C1001,19,254.64,4838.16
S01245,27/12/2023,P00227,C1077,2,334.94,669.88
S01246,24/10/2023,P00176,C1093,10,621.19,6211.9
S01247,27/11/2023,P00125,C1046,16,834.19,13347.04
S01248,17/05/2024,P00121,C1073,8,781.09,6248.72
S01249,13/02/2024,P00204,C1074,9,363.13,3268.17
S01250,17/04/2024,P00273,C1050,18,472.98,8513.64
S01251,09/12/2023,P00266,C1085,4,767.35,3069.4
S01252,02/01/2024,P00058,C1087,16,520.61,8329.76
S01253,26/07/2024,P00058,C1049,13,520.61,6767.93
S01254,18/04/2024,P00275,C1055,4,559.04,2236.16
S01255,14/12/2023,P00217,C1094,13,799.76,10396.88
S01256,27/08/2024,P00223,C1088,8,991.69,7933.52
S01257,21/04/2024,P00208,C1040,1,356.19,356.19
S01258,01/07/2024,P00158,C1012,9,341.41,3072.69
S01259,27/12/2023,P00202,C1023,4,346.41,1385.64
S01260,04/05/2024,P00088,C1065,14,637.46,8924.44
S01261,19/04/2024,P00007,C1061,8,789.21,6313.68
S01262,14/01/2024,P00229,C1056,16,588.46,9415.36
S01263,24/06/2024,P00078,C1007,16,890.39,14246.24
S01264,03/03/2024,P00085,C1072,17,242.81,4127.77
S01265,20/07/2024,P00185,C1033,7,561.84,3932.88
S01266,07/03/2024,P00203,C1049,6,665.0,3990.0
S01267,06/07/2024,P00250,C1024,1,853.34,853.34
S01268,22/11/2023,P00011,C1033,7,336.37,2354.59
S01269,08/10/2024,P00019,C1018,4,697.46,2789.84
S01270,07/09/2024,P00077,C1080,8,612.93,4903.44
S01271,29/04/2024,P00036,C1090,16,228.4,3654.4
S01272,21/09/2024,P00074,C1070,11,203.11,2234.21
S01273,22/11/2023,P00248,C1030,7,679.35,4755.45
S01274,07/11/2023,P00253,C1008,18,344.38,6198.84
S01275,21/04/2024,P00173,C1023,14,522.52,7315.28
S01276,08/01/2024,P00240,C1093,20,753.81,15076.2
S01277,15/09/2024,P00294,C1044,20,317.07,6341.4
S01278,16/03/2024,P00161,C1010,13,924.98,12024.74
S01279,16/12/2023,P00245,C1076,5,394.23,1971.15
S01280,25/12/2023,P00268,C1090,8,789.84,6318.72
S01281,06/10/2024,P00036,C1007,9,228.4,2055.6
S01282,16/07/2024,P00257,C1090,6,662.97,3977.82
S01283,13/08/2024,P00071,C1020,19,812.64,15440.16
S01284,27/09/2024,P00150,C1055,9,343.73,3093.57
S01285,22/04/2024,P00285,C1051,5,259.72,1298.6
S01286,10/12/2023,P00251,C1002,17,101.11,1718.87
S01287,20/01/2024,P00278,C1091,14,353.77,4952.78
S01288,05/01/2024,P00204,C1089,12,363.13,4357.56
S01289,04/09/2024,P00088,C1087,13,637.46,8286.98
S01290,29/12/2023,P00089,C1050,11,28.18,309.98
S01291,06/08/2024,P00219,C1057,14,202.95,2841.3
S01292,19/09/2024,P00100,C1048,3,311.0,933.0
S01293,24/09/2024,P00261,C1003,8,812.95,6503.6
S01294,28/11/2023,P00110,C1049,10,857.16,8571.6
S01295,17/07/2024,P00248,C1063,19,679.35,12907.65
S01296,02/02/2024,P00276,C1015,18,468.67,8436.06
S01297,29/07/2024,P00288,C1092,7,443.72,3106.04
S01298,15/06/2024,P00289,C1085,11,568.68,6255.48
S01299,28/04/2024,P00098,C1027,16,11.07,177.12
S01300,23/09/2024,P00286,C1079,12,845.06,10140.72
S01301,20/01/2024,P00119,C1094,1,734.34,734.34
S01302,02/08/2024,P00195,C1038,13,292.17,3798.21
S01303,05/08/2024,P00084,C1071,2,914.16,1828.32
S01304,14/07/2024,P00296,C1090,2,969.27,1938.54
S01305,03/05/2024,P00111,C1093,5,331.87,1659.35
S01306,27/03/2024,P00210,C1088,8,251.91,2015.28
S01307,19/04/2024,P00031,C1087,12,543.77,6525.24
S01308,08/12/2023,P00108,C1036,7,906.66,6346.62
S01309,24/02/2024,P00261,C1087,15,812.95,12194.25
S01310,20/12/2023,P00177,C1073,9,602.67,5424.03
S01311,13/04/2024,P00028,C1014,9,499.78,4498.02
S01312,20/01/2024,P00070,C1011,7,346.62,2426.34
S01313,27/08/2024,P00135,C1045,10,131.7,1317.0
S01314,24/05/2024,P00051,C1031,9,798.0,7182.0
S01315,21/02/2024,P00088,C1064,4,637.46,2549.84
S01316,07/02/2024,P00123,C1015,16,213.97,3423.52
S01317,13/10/2024,P00242,C1017,3,584.15,1752.45
S01318,30/07/2024,P00277,C1026,8,497.36,3978.88
S01319,14/02/2024,P00090,C1059,13,578.74,7523.62
S01320,12/07/2024,P00155,C1006,9,229.01,2061.09
S01321,23/08/2024,P00208,C1003,9,356.19,3205.71
S01322,19/03/2024,P00125,C1043,11,834.19,9176.09
S01323,30/03/2024,P00055,C1029,20,366.85,7337.0
S01324,29/06/2024,P00002,C1097,16,332.53,5320.48
S01325,17/01/2024,P00164,C1088,7,154.79,1083.53
S01326,04/06/2024,P00009,C1079,12,567.65,6811.8
S01327,11/02/2024,P00087,C1025,10,708.04,7080.4
S01328,20/05/2024,P00225,C1045,2,525.37,1050.74
S01329,13/11/2023,P00112,C1097,8,351.3,2810.4
S01330,04/09/2024,P00196,C1092,18,443.12,7976.16
S01331,26/01/2024,P00277,C1085,20,497.36,9947.2
S01332,20/08/2024,P00282,C1052,12,623.78,7485.36
S01333,17/02/2024,P00012,C1025,1,631.5,631.5
S01334,02/05/2024,P00190,C1039,9,980.25,8822.25
S01335,25/02/2024,P00108,C1045,9,906.66,8159.94
S01336,03/08/2024,P00183,C1021,5,250.86,1254.3
S01337,02/05/2024,P00294,C1073,12,317.07,3804.84
S01338,14/05/2024,P00062,C1064,13,689.14,8958.82
S01339,19/04/2024,P00184,C1047,3,168.81,506.43
S01340,15/11/2023,P00056,C1060,2,169.47,338.94
S01341,06/10/2024,P00088,C1040,18,637.46,11474.28
S01342,22/09/2024,P00089,C1024,18,28.18,507.24
S01343,10/05/2024,P00232,C1015,18,504.67,9084.06
S01344,21/05/2024,P00057,C1058,4,656.61,2626.44
S01345,09/08/2024,P00056,C1052,20,169.47,3389.4
S01346,26/01/2024,P00148,C1027,9,392.08,3528.72
S01347,08/09/2024,P00108,C1002,18,906.66,16319.88
S01348,08/11/2023,P00251,C1006,11,101.11,1112.21
S01349,25/02/2024,P00160,C1040,12,421.7,5060.4
S01350,05/07/2024,P00169,C1049,8,709.22,5673.76
S01351,24/09/2024,P00288,C1099,16,443.72,7099.52
S01352,19/12/2023,P00225,C1093,6,525.37,3152.22
S01353,21/02/2024,P00037,C1033,17,456.23,7755.91
S01354,15/07/2024,P00224,C1076,15,781.41,11721.15
S01355,07/09/2024,P00071,C1036,7,812.64,5688.48
S01356,19/09/2024,P00111,C1018,16,331.87,5309.92
S01357,07/11/2023,P00227,C1027,5,334.94,1674.7
S01358,17/08/2024,P00196,C1006,6,443.12,2658.72
S01359,29/01/2024,P00286,C1090,18,845.06,15211.08
S01360,26/03/2024,P00271,C1017,1,255.76,255.76
S01361,17/03/2024,P00170,C1046,13,993.88,12920.44
S01362,30/04/2024,P00270,C1057,6,381.51,2289.06
S01363,20/04/2024,P00158,C1082,3,341.41,1024.23
S01364,08/09/2024,P00166,C1002,6,965.87,5795.22
S01365,02/11/2023,P00141,C1038,16,732.38,11718.08
S01366,16/12/2023,P00079,C1067,16,202.11,3233.76
S01367,13/04/2024,P00089,C1005,9,28.18,253.62
S01368,08/04/2024,P00159,C1012,11,344.71,3791.81
S01369,21/12/2023,P00089,C1037,2,28.18,56.36
S01370,26/07/2024,P00261,C1070,5,812.95,4064.75
S01371,08/03/2024,P00171,C1015,5,384.97,1924.85
S01372,22/03/2024,P00233,C1008,20,928.81,18576.2
S01373,28/02/2024,P00080,C1037,7,643.54,4504.78
S01374,26/06/2024,P00235,C1082,16,600.78,9612.48
S01375,09/04/2024,P00191,C1054,14,284.95,3989.3
S01376,24/08/2024,P00040,C1092,16,185.87,2973.92
S01377,31/07/2024,P00095,C1067,10,86.94,869.4
S01378,18/12/2023,P00051,C1028,3,798.0,2394.0
S01379,26/05/2024,P00122,C1095,13,188.04,2444.52
S01380,16/04/2024,P00024,C1096,18,355.75,6403.5
S01381,18/06/2024,P00175,C1087,6,458.77,2752.62
S01382,31/12/2023,P00270,C1004,7,381.51,2670.57
S01383,29/09/2024,P00127,C1073,20,596.5,11930.0
S01384,04/03/2024,P00072,C1002,9,173.52,1561.68
S01385,14/06/2024,P00162,C1087,18,109.34,1968.12
S01386,23/03/2024,P00040,C1085,3,185.87,557.61
S01387,10/07/2024,P00012,C1021,3,631.5,1894.5
S01388,27/11/2023,P00012,C1046,18,631.5,11367.0
S01389,06/09/2024,P00267,C1023,11,276.84,3045.24
S01390,29/02/2024,P00132,C1038,6,317.74,1906.44
S01391,30/10/2023,P00265,C1014,2,507.29,1014.58
S01392,13/10/2024,P00241,C1019,3,528.6,1585.8
S01393,16/01/2024,P00279,C1051,12,214.69,2576.28
S01394,13/11/2023,P00135,C1060,4,131.7,526.8
S01395,14/02/2024,P00255,C1069,2,93.28,186.56
S01396,06/06/2024,P00263,C1079,5,804.73,4023.65
S01397,09/04/2024,P00076,C1056,1,616.81,616.81
S01398,15/07/2024,P00170,C1001,13,993.88,12920.44
S01399,17/11/2023,P00249,C1074,4,378.02,1512.08
S01400,28/07/2024,P00246,C1004,11,207.35,2280.85
S01401,07/01/2024,P00248,C1062,17,679.35,11548.95
S01402,27/12/2023,P00277,C1008,7,497.36,3481.52
S01403,17/04/2024,P00012,C1094,3,631.5,1894.5
S01404,28/05/2024,P00076,C1030,6,616.81,3700.86
S01405,18/06/2024,P00256,C1067,5,477.55,2387.75
S01406,18/07/2024,P00240,C1050,15,753.81,11307.15
S01407,05/12/2023,P00033,C1044,9,656.97,5912.73
S01408,09/02/2024,P00226,C1088,16,902.89,14446.24
S01409,15/05/2024,P00204,C1020,7,363.13,2541.91
S01410,15/05/2024,P00151,C1083,6,169.77,1018.62
S01411,25/04/2024,P00180,C1006,11,480.94,5290.34
S01412,28/07/2024,P00292,C1014,20,672.73,13454.6
S01413,07/07/2024,P00179,C1067,11,220.09,2420.99
S01414,17/02/2024,P00103,C1044,15,731.98,10979.7
S01415,15/09/2024,P00162,C1015,8,109.34,874.72
S01416,01/10/2024,P00069,C1090,12,849.08,10188.96
S01417,20/09/2024,P00014,C1062,14,403.16,5644.24
S01418,18/12/2023,P00175,C1082,1,458.77,458.77
S01419,25/01/2024,P00155,C1063,13,229.01,2977.13
S01420,07/08/2024,P00059,C1022,9,700.4,6303.6
S01421,25/10/2023,P00168,C1073,12,778.38,9340.56
S01422,04/10/2024,P00272,C1029,15,354.4,5316.0
S01423,24/03/2024,P00206,C1041,3,121.94,365.82
S01424,14/08/2024,P00205,C1036,13,655.15,8516.95
S01425,03/11/2023,P00232,C1027,2,504.67,1009.34
S01426,06/06/2024,P00180,C1088,17,480.94,8175.98
S01427,31/10/2023,P00025,C1095,11,331.08,3641.88
S01428,11/07/2024,P00003,C1003,7,294.21,2059.47
S01429,08/05/2024,P00089,C1035,6,28.18,169.08
S01430,18/03/2024,P00020,C1022,15,785.81,11787.15
S01431,19/12/2023,P00169,C1052,4,709.22,2836.88
S01432,02/03/2024,P00194,C1078,18,153.3,2759.4
S01433,02/11/2023,P00197,C1056,11,833.68,9170.48
S01434,03/06/2024,P00035,C1095,1,837.94,837.94
S01435,23/05/2024,P00206,C1069,17,121.94,2072.98
S01436,01/01/2024,P00094,C1087,10,38.96,389.6
S01437,06/03/2024,P00234,C1033,8,345.33,2762.64
S01438,13/09/2024,P00258,C1085,7,100.62,704.34
S01439,05/10/2024,P00078,C1002,1,890.39,890.39
S01440,25/12/2023,P00003,C1098,19,294.21,5589.99
S01441,12/02/2024,P00296,C1078,14,969.27,13569.78
S01442,06/12/2023,P00066,C1026,5,997.41,4987.05
S01443,18/06/2024,P00036,C1076,4,228.4,913.6
S01444,10/04/2024,P00243,C1058,7,17.89,125.23
S01445,04/02/2024,P00265,C1011,13,507.29,6594.77
S01446,02/11/2023,P00081,C1095,17,227.87,3873.79
S01447,27/03/2024,P00028,C1057,20,499.78,9995.6
S01448,14/01/2024,P00228,C1038,13,182.74,2375.62
S01449,27/02/2024,P00055,C1069,7,366.85,2567.95
S01450,15/02/2024,P00264,C1083,8,141.71,1133.68
S01451,17/01/2024,P00248,C1024,5,679.35,3396.75
S01452,27/09/2024,P00202,C1025,16,346.41,5542.56
S01453,08/07/2024,P00106,C1026,18,672.54,12105.72
S01454,10/04/2024,P00270,C1100,7,381.51,2670.57
S01455,01/08/2024,P00062,C1030,15,689.14,10337.1
S01456,27/06/2024,P00236,C1007,6,450.53,2703.18
S01457,21/09/2024,P00017,C1075,5,976.27,4881.35
S01458,25/11/2023,P00045,C1018,9,876.87,7891.83
S01459,03/07/2024,P00294,C1064,17,317.07,5390.19
S01460,13/02/2024,P00246,C1026,20,207.35,4147.0
S01461,20/07/2024,P00247,C1058,2,749.21,1498.42
S01462,16/10/2024,P00117,C1038,14,182.68,2557.52
S01463,13/05/2024,P00162,C1075,6,109.34,656.04
S01464,26/11/2023,P00081,C1020,8,227.87,1822.96
S01465,12/02/2024,P00248,C1042,8,679.35,5434.8
S01466,18/07/2024,P00204,C1037,1,363.13,363.13
S01467,06/11/2023,P00183,C1072,15,250.86,3762.9
S01468,22/09/2024,P00119,C1029,6,734.34,4406.04
S01469,31/07/2024,P00286,C1044,6,845.06,5070.36
S01470,28/11/2023,P00278,C1088,5,353.77,1768.85
S01471,10/02/2024,P00264,C1057,5,141.71,708.55
S01472,25/11/2023,P00021,C1059,7,504.66,3532.62
S01473,01/03/2024,P00298,C1066,11,414.77,4562.47
S01474,30/07/2024,P00070,C1082,13,346.62,4506.06
S01475,08/04/2024,P00204,C1001,16,363.13,5810.08
S01476,18/04/2024,P00061,C1024,14,514.48,7202.72
S01477,31/10/2023,P00286,C1037,20,845.06,16901.2
S01478,03/03/2024,P00037,C1044,16,456.23,7299.68
S01479,25/09/2024,P00191,C1081,4,284.95,1139.8
S01480,19/12/2023,P00148,C1001,5,392.08,1960.4
S01481,13/06/2024,P00122,C1047,11,188.04,2068.44
S01482,01/02/2024,P00200,C1021,20,835.6,16712.0
S01483,06/04/2024,P00257,C1037,18,662.97,11933.46
S01484,28/07/2024,P00165,C1040,12,428.77,5145.24
S01485,18/07/2024,P00234,C1064,1,345.33,345.33
S01486,18/01/2024,P00154,C1064,15,501.3,7519.5
S01487,10/07/2024,P00061,C1020,17,514.48,8746.16
S01488,14/02/2024,P00153,C1021,7,618.41,4328.87
S01489,29/10/2023,P00230,C1091,11,177.74,1955.14
S01490,23/11/2023,P00147,C1029,19,550.03,10450.57
S01491,30/01/2024,P00152,C1077,12,32.67,392.04
S01492,13/04/2024,P00114,C1031,14,330.08,4621.12
S01493,11/12/2023,P00057,C1078,4,656.61,2626.44
S01494,01/11/2023,P00216,C1029,17,444.82,7561.94
S01495,08/12/2023,P00144,C1058,15,596.3,8944.5
S01496,29/10/2023,P00005,C1011,14,728.93,10205.02
S01497,01/12/2023,P00097,C1082,2,321.14,642.28
S01498,12/04/2024,P00070,C1092,1,346.62,346.62
S01499,22/11/2023,P00254,C1100,5,349.19,1745.95
S01500,21/03/2024,P00166,C1045,16,965.87,15453.92
S01501,09/12/2023,P00228,C1031,15,182.74,2741.1
S01502,22/11/2023,P00039,C1003,10,268.22,2682.2
S01503,18/11/2023,P00228,C1090,11,182.74,2010.14
S01504,27/01/2024,P00285,C1089,20,259.72,5194.4
S01505,27/04/2024,P00227,C1071,3,334.94,1004.82
S01506,09/11/2023,P00036,C1056,6,228.4,1370.4
S01507,24/11/2023,P00241,C1047,13,528.6,6871.8
S01508,16/07/2024,P00220,C1094,19,937.67,17815.73
S01509,08/09/2024,P00274,C1052,13,482.21,6268.73
S01510,03/03/2024,P00014,C1049,10,403.16,4031.6
S01511,27/07/2024,P00171,C1055,1,384.97,384.97
S01512,23/03/2024,P00095,C1035,20,86.94,1738.8
S01513,14/11/2023,P00129,C1001,19,844.39,16043.41
S01514,24/04/2024,P00256,C1087,5,477.55,2387.75
S01515,27/08/2024,P00282,C1009,13,623.78,8109.14
S01516,27/11/2023,P00024,C1065,6,355.75,2134.5
S01517,18/02/2024,P00047,C1062,6,727.47,4364.82
S01518,01/01/2024,P00145,C1095,3,298.19,894.57
S01519,02/04/2024,P00152,C1021,2,32.67,65.34
S01520,06/11/2023,P00018,C1042,12,797.79,9573.48
S01521,25/02/2024,P00146,C1092,7,772.34,5406.38
S01522,19/09/2024,P00188,C1034,8,687.6,5500.8
S01523,01/06/2024,P00256,C1097,15,477.55,7163.25
S01524,25/07/2024,P00254,C1024,13,349.19,4539.47
S01525,16/07/2024,P00112,C1042,17,351.3,5972.1
S01526,04/02/2024,P00198,C1042,9,187.83,1690.47
S01527,03/01/2024,P00278,C1043,11,353.77,3891.47
S01528,07/10/2024,P00178,C1040,17,917.53,15598.01
S01529,03/12/2023,P00006,C1090,5,978.12,4890.6
S01530,10/10/2024,P00118,C1073,2,773.79,1547.58
S01531,29/09/2024,P00127,C1082,17,596.5,10140.5
S01532,14/03/2024,P00217,C1069,1,799.76,799.76
S01533,23/09/2024,P00273,C1053,14,472.98,6621.72
S01534,22/02/2024,P00046,C1016,7,935.87,6551.09
S01535,10/06/2024,P00098,C1055,4,11.07,44.28
S01536,29/10/2023,P00132,C1034,9,317.74,2859.66
S01537,08/12/2023,P00133,C1063,19,811.35,15415.65
S01538,28/04/2024,P00122,C1004,10,188.04,1880.4
S01539,14/05/2024,P00131,C1016,6,51.19,307.14
S01540,17/11/2023,P00271,C1070,12,255.76,3069.12
S01541,14/05/2024,P00215,C1087,7,293.44,2054.08
S01542,22/06/2024,P00035,C1033,15,837.94,12569.1
S01543,20/04/2024,P00262,C1087,13,480.14,6241.82
S01544,05/11/2023,P00040,C1090,7,185.87,1301.09
S01545,25/05/2024,P00109,C1083,14,64.48,902.72
S01546,10/03/2024,P00073,C1092,20,968.21,19364.2
S01547,30/06/2024,P00132,C1078,7,317.74,2224.18
S01548,09/09/2024,P00001,C1071,9,830.77,7476.93
S01549,17/08/2024,P00267,C1036,9,276.84,2491.56
S01550,31/05/2024,P00280,C1016,11,476.55,5242.05
S01551,17/09/2024,P00294,C1005,15,317.07,4756.05
S01552,05/03/2024,P00278,C1073,2,353.77,707.54
S01553,26/12/2023,P00123,C1044,4,213.97,855.88
S01554,01/05/2024,P00026,C1094,16,621.02,9936.32
S01555,25/02/2024,P00240,C1007,1,753.81,753.81
S01556,20/07/2024,P00092,C1038,8,624.8,4998.4
S01557,29/10/2023,P00096,C1064,17,838.06,14247.02
S01558,21/06/2024,P00286,C1091,12,845.06,10140.72
S01559,21/08/2024,P00002,C1060,5,332.53,1662.65
S01560,27/03/2024,P00001,C1034,6,830.77,4984.62
S01561,02/08/2024,P00019,C1044,12,697.46,8369.52
S01562,05/05/2024,P00109,C1014,10,64.48,644.8
S01563,06/04/2024,P00084,C1091,16,914.16,14626.56
S01564,18/09/2024,P00076,C1029,18,616.81,11102.58
S01565,06/10/2024,P00151,C1028,14,169.77,2376.78
S01566,22/04/2024,P00161,C1007,9,924.98,8324.82
S01567,29/11/2023,P00222,C1100,18,123.25,2218.5
S01568,10/04/2024,P00078,C1017,5,890.39,4451.95
S01569,10/11/2023,P00038,C1067,4,913.52,3654.08
S01570,28/03/2024,P00027,C1043,6,530.1,3180.6
S01571,30/12/2023,P00176,C1015,20,621.19,12423.8
S01572,11/08/2024,P00181,C1056,20,198.45,3969.0
S01573,29/06/2024,P00022,C1032,1,503.78,503.78
S01574,09/09/2024,P00233,C1056,10,928.81,9288.1
S01575,08/01/2024,P00072,C1015,7,173.52,1214.64
S01576,29/06/2024,P00029,C1035,1,129.38,129.38
S01577,30/06/2024,P00029,C1028,19,129.38,2458.22
S01578,28/09/2024,P00193,C1011,9,723.27,6509.43
S01579,03/05/2024,P00009,C1094,6,567.65,3405.9
S01580,04/11/2023,P00165,C1067,8,428.77,3430.16
S01581,15/03/2024,P00263,C1004,1,804.73,804.73
S01582,25/11/2023,P00047,C1013,13,727.47,9457.11
S01583,12/07/2024,P00113,C1012,10,528.51,5285.1
S01584,28/06/2024,P00088,C1046,2,637.46,1274.92
S01585,02/06/2024,P00250,C1025,16,853.34,13653.44
S01586,24/03/2024,P00089,C1064,8,28.18,225.44
S01587,24/12/2023,P00180,C1091,15,480.94,7214.1
S01588,18/10/2024,P00064,C1080,9,874.85,7873.65
S01589,24/10/2023,P00258,C1003,2,100.62,201.24
S01590,03/04/2024,P00287,C1095,15,613.46,9201.9
S01591,11/02/2024,P00188,C1051,14,687.6,9626.4
S01592,18/02/2024,P00276,C1001,12,468.67,5624.04
S01593,21/05/2024,P00265,C1022,2,507.29,1014.58
S01594,14/04/2024,P00072,C1035,20,173.52,3470.4
S01595,26/02/2024,P00261,C1042,12,812.95,9755.4
S01596,13/05/2024,P00263,C1037,14,804.73,11266.22
S01597,02/08/2024,P00055,C1033,7,366.85,2567.95
S01598,07/02/2024,P00040,C1026,10,185.87,1858.7
S01599,25/02/2024,P00068,C1020,8,413.91,3311.28
S01600,27/03/2024,P00033,C1027,2,656.97,1313.94
S01601,04/08/2024,P00089,C1099,17,28.18,479.06
S01602,07/12/2023,P00126,C1074,2,616.75,1233.5
S01603,08/11/2023,P00115,C1045,17,960.63,16330.71
S01604,14/11/2023,P00060,C1028,6,670.8,4024.8
S01605,13/09/2024,P00217,C1091,1,799.76,799.76
S01606,14/10/2024,P00008,C1023,9,602.85,5425.65
S01607,30/08/2024,P00036,C1029,2,228.4,456.8
S01608,23/04/2024,P00133,C1030,7,811.35,5679.45
S01609,17/09/2024,P00219,C1093,18,202.95,3653.1
S01610,05/09/2024,P00139,C1092,8,321.54,2572.32
S01611,14/01/2024,P00090,C1062,13,578.74,7523.62
S01612,16/06/2024,P00151,C1035,8,169.77,1358.16
S01613,14/06/2024,P00155,C1040,13,229.01,2977.13
S01614,26/12/2023,P00075,C1066,18,978.04,17604.72
S01615,09/04/2024,P00077,C1052,8,612.93,4903.44
S01616,05/09/2024,P00034,C1002,15,34.37,515.55
S01617,11/02/2024,P00140,C1060,7,486.48,3405.36
S01618,26/04/2024,P00020,C1040,12,785.81,9429.72
S01619,15/09/2024,P00064,C1087,10,874.85,8748.5
S01620,18/11/2023,P00090,C1006,6,578.74,3472.44
S01621,06/04/2024,P00229,C1096,16,588.46,9415.36
S01622,04/03/2024,P00004,C1040,15,661.85,9927.75
S01623,23/01/2024,P00015,C1008,10,674.85,6748.5
S01624,10/06/2024,P00276,C1028,12,468.67,5624.04
S01625,05/09/2024,P00133,C1002,14,811.35,11358.9
S01626,09/01/2024,P00098,C1054,15,11.07,166.05
S01627,22/03/2024,P00287,C1069,18,613.46,11042.28
S01628,25/04/2024,P00192,C1021,9,44.33,398.97
S01629,06/09/2024,P00201,C1022,17,892.96,15180.32
S01630,14/02/2024,P00221,C1003,19,673.36,12793.84
S01631,31/05/2024,P00038,C1093,2,913.52,1827.04
S01632,02/06/2024,P00066,C1019,5,997.41,4987.05
S01633,04/08/2024,P00108,C1038,12,906.66,10879.92
S01634,29/03/2024,P00188,C1014,20,687.6,13752.0
S01635,29/02/2024,P00280,C1044,12,476.55,5718.6
S01636,11/10/2024,P00258,C1083,17,100.62,1710.54
S01637,26/07/2024,P00183,C1066,5,250.86,1254.3
S01638,04/07/2024,P00040,C1060,10,185.87,1858.7
S01639,12/05/2024,P00036,C1071,16,228.4,3654.4
S01640,31/08/2024,P00221,C1011,9,673.36,6060.24
S01641,07/05/2024,P00223,C1022,17,991.69,16858.73
S01642,11/10/2024,P00054,C1043,13,254.64,3310.32
S01643,27/08/2024,P00068,C1062,17,413.91,7036.47
S01644,06/09/2024,P00140,C1010,20,486.48,9729.6
S01645,01/04/2024,P00265,C1090,9,507.29,4565.61
S01646,08/01/2024,P00180,C1078,9,480.94,4328.46
S01647,08/07/2024,P00207,C1048,14,688.48,9638.72
S01648,03/03/2024,P00042,C1044,12,256.23,3074.76
S01649,17/12/2023,P00077,C1011,2,612.93,1225.86
S01650,09/09/2024,P00245,C1024,15,394.23,5913.45
S01651,16/08/2024,P00087,C1092,20,708.04,14160.8
S01652,10/07/2024,P00061,C1071,3,514.48,1543.44
S01653,21/12/2023,P00135,C1065,18,131.7,2370.6
S01654,22/01/2024,P00009,C1093,3,567.65,1702.95
S01655,06/12/2023,P00031,C1086,2,543.77,1087.54
S01656,11/05/2024,P00074,C1043,1,203.11,203.11
S01657,04/07/2024,P00072,C1089,20,173.52,3470.4
S01658,01/01/2024,P00099,C1098,8,369.01,2952.08
S01659,19/06/2024,P00124,C1082,17,506.81,8615.77
S01660,04/12/2023,P00247,C1040,2,749.21,1498.42
S01661,24/09/2024,P00232,C1033,8,504.67,4037.36
S01662,20/08/2024,P00207,C1040,11,688.48,7573.28
S01663,03/07/2024,P00025,C1038,5,331.08,1655.4
S01664,25/02/2024,P00204,C1021,16,363.13,5810.08
S01665,15/11/2023,P00232,C1074,8,504.67,4037.36
S01666,06/09/2024,P00123,C1046,4,213.97,855.88
S01667,19/11/2023,P00240,C1089,6,753.81,4522.86
S01668,05/02/2024,P00132,C1041,16,317.74,5083.84
S01669,13/11/2023,P00209,C1038,10,181.61,1816.1
S01670,09/11/2023,P00123,C1013,18,213.97,3851.46
S01671,06/07/2024,P00298,C1049,6,414.77,2488.62
S01672,04/11/2023,P00270,C1076,7,381.51,2670.57
S01673,09/12/2023,P00021,C1099,4,504.66,2018.64
S01674,15/12/2023,P00105,C1100,10,532.52,5325.2
S01675,02/09/2024,P00106,C1051,18,672.54,12105.72
S01676,09/01/2024,P00085,C1040,12,242.81,2913.72
S01677,20/11/2023,P00216,C1049,13,444.82,5782.66
